ID type condition block concept_dist sound_dist item_object item_sound answer correct code gender age
subject_71 Test 1 2 similar different bug aka 0 0 soph-08/08-05 F 5y1m
subject_71 Test 1 2 similar different bug aka 0 0 soph-08/08-05 F 5y1m
subject_71 Test 2 1 catch catch flower nak 1 1 soph-08/08-05 F 5y1m
subject_71 Test 2 1 catch catch flower nak 1 0 soph-08/08-05 F 5y1m
subject_71 Test 2 1 catch catch flower nak 0 0 soph-08/08-05 F 5y1m
subject_71 Test 2 1 catch catch flower nak 1 1 soph-08/08-05 F 5y1m
subject_71 Test 2 2 catch catch flower nak 1 1 soph-08/08-05 F 5y1m
subject_71 Test 2 2 catch catch flower nak 1 1 soph-08/08-05 F 5y1m
subject_71 Test 2 2 catch catch flower nak 1 1 soph-08/08-05 F 5y1m
subject_71 Test 2 2 catch catch flower nak 0 1 soph-08/08-05 F 5y1m
subject_71 Test 3 1 similar similar tree zem 0 0 soph-08/08-05 F 5y1m
subject_71 Test 3 1 similar similar tree zem 1 0 soph-08/08-05 F 5y1m
subject_71 Test 3 1 similar similar tree zem 1 0 soph-08/08-05 F 5y1m
subject_71 Test 3 1 similar similar tree zem 1 0 soph-08/08-05 F 5y1m
subject_71 Test 3 2 similar similar tree zem 1 1 soph-08/08-05 F 5y1m
subject_71 Test 3 2 similar similar tree zem 1 1 soph-08/08-05 F 5y1m
subject_71 Test 3 2 similar similar tree zem 0 0 soph-08/08-05 F 5y1m
subject_71 Test 3 2 similar similar tree zem 0 0 soph-08/08-05 F 5y1m
subject_71 Test 4 1 different different fish aba 0 0 soph-08/08-05 F 5y1m
subject_71 Test 4 1 different different fish aba 0 0 soph-08/08-05 F 5y1m
subject_71 Test 4 1 different different fish aba 1 1 soph-08/08-05 F 5y1m
subject_71 Test 4 1 different different fish aba 0 1 soph-08/08-05 F 5y1m
subject_71 Test 4 2 different different fish aba 0 1 soph-08/08-05 F 5y1m
subject_71 Test 4 2 different different fish aba 1 1 soph-08/08-05 F 5y1m
subject_71 Test 4 2 different different fish aba 0 0 soph-08/08-05 F 5y1m
subject_71 Test 4 2 different different fish aba 0 0 soph-08/08-05 F 5y1m
subject_72 Test_pre joint NA NA NA NA NA 0 NA soph-08/08-06 F 4y9m
subject_72 Test_pre joint NA NA NA NA NA 0 NA soph-08/08-06 F 4y9m
subject_72 Test_pre joint NA NA NA NA NA 1 NA soph-08/08-06 F 4y9m
subject_72 Test_pre joint NA NA NA NA NA 1 NA soph-08/08-06 F 4y9m
subject_72 Test 0 1 similar different tree aba 0 0 soph-08/08-06 F 4y9m
subject_72 Test 0 1 similar different tree aba 1 0 soph-08/08-06 F 4y9m
subject_72 Test 0 1 similar different tree aba 0 0 soph-08/08-06 F 4y9m
subject_72 Test 0 1 similar different tree aba 0 0 soph-08/08-06 F 4y9m
subject_72 Test 0 2 similar different tree aba 1 1 soph-08/08-06 F 4y9m
subject_72 Test 0 2 similar different tree aba 0 1 soph-08/08-06 F 4y9m
subject_72 Test 0 2 similar different tree aba 0 1 soph-08/08-06 F 4y9m
subject_72 Test 0 2 similar different tree aba 0 1 soph-08/08-06 F 4y9m
subject_72 Test 1 1 different similar fish zem 0 1 soph-08/08-06 F 4y9m
subject_72 Test 1 1 different similar fish zem 1 0 soph-08/08-06 F 4y9m
subject_72 Test 1 1 different similar fish zem 0 0 soph-08/08-06 F 4y9m
subject_72 Test 1 1 different similar fish zem 0 1 soph-08/08-06 F 4y9m
subject_72 Test 1 2 different similar fish zem 0 0 soph-08/08-06 F 4y9m
subject_72 Test 1 2 different similar fish zem 0 1 soph-08/08-06 F 4y9m
subject_72 Test 1 2 different similar fish zem 0 1 soph-08/08-06 F 4y9m
subject_72 Test 1 2 different similar fish zem 1 0 soph-08/08-06 F 4y9m
subject_72 Test 2 1 catch catch flower nak 0 1 soph-08/08-06 F 4y9m
subject_72 Test 2 1 catch catch flower nak 0 0 soph-08/08-06 F 4y9m
subject_72 Test 2 1 catch catch flower nak 1 1 soph-08/08-06 F 4y9m
subject_72 Test 2 1 catch catch flower nak 0 0 soph-08/08-06 F 4y9m
subject_72 Test 2 2 catch catch flower nak 0 0 soph-08/08-06 F 4y9m
subject_72 Test 2 2 catch catch flower nak 0 0 soph-08/08-06 F 4y9m
subject_72 Test 2 2 catch catch flower nak 0 0 soph-08/08-06 F 4y9m
subject_72 Test 2 2 catch catch flower nak 0 0 soph-08/08-06 F 4y9m
subject_72 Test 3 1 similar similar bird aka 0 1 soph-08/08-06 F 4y9m
subject_72 Test 3 1 similar similar bird aka 1 0 soph-08/08-06 F 4y9m
subject_72 Test 3 1 similar similar bird aka 0 0 soph-08/08-06 F 4y9m
subject_72 Test 3 1 similar similar bird aka 1 1 soph-08/08-06 F 4y9m
subject_72 Test 3 2 similar similar bird aka 0 0 soph-08/08-06 F 4y9m
subject_72 Test 3 2 similar similar bird aka 1 1 soph-08/08-06 F 4y9m
subject_72 Test 3 2 similar similar bird aka 1 0 soph-08/08-06 F 4y9m
subject_72 Test 3 2 similar similar bird aka 0 1 soph-08/08-06 F 4y9m
subject_72 Test 4 1 different different bug neem 0 1 soph-08/08-06 F 4y9m
subject_72 Test 4 1 different different bug neem 1 0 soph-08/08-06 F 4y9m
subject_72 Test 4 1 different different bug neem 0 0 soph-08/08-06 F 4y9m
subject_72 Test 4 1 different different bug neem 1 1 soph-08/08-06 F 4y9m
subject_72 Test 4 2 different different bug neem 0 1 soph-08/08-06 F 4y9m
subject_72 Test 4 2 different different bug neem 0 1 soph-08/08-06 F 4y9m
subject_72 Test 4 2 different different bug neem 1 1 soph-08/08-06 F 4y9m
subject_72 Test 4 2 different different bug neem 0 1 soph-08/08-06 F 4y9m
subject_73 Test_pre joint NA NA NA NA NA 0 NA soph-08/09-01 F 4y3m
subject_73 Test_pre joint NA NA NA NA NA 0 NA soph-08/09-01 F 4y3m
subject_73 Test_pre joint NA NA NA NA NA 1 NA soph-08/09-01 F 4y3m
subject_73 Test_pre joint NA NA NA NA NA 1 NA soph-08/09-01 F 4y3m
subject_73 Test 0 1 similar similar tree aka 1 0 soph-08/09-01 F 4y3m
subject_73 Test 0 1 similar similar tree aka 0 0 soph-08/09-01 F 4y3m
subject_73 Test 0 1 similar similar tree aka 1 1 soph-08/09-01 F 4y3m
subject_73 Test 0 1 similar similar tree aka 0 1 soph-08/09-01 F 4y3m
subject_73 Test 0 2 similar similar tree aka 1 1 soph-08/09-01 F 4y3m
subject_73 Test 0 2 similar similar tree aka 0 0 soph-08/09-01 F 4y3m
subject_73 Test 0 2 similar similar tree aka 1 0 soph-08/09-01 F 4y3m
subject_73 Test 0 2 similar similar tree aka 0 1 soph-08/09-01 F 4y3m
subject_73 Test 1 1 different different bug neem 1 1 soph-08/09-01 F 4y3m
subject_73 Test 1 1 different different bug neem 0 1 soph-08/09-01 F 4y3m
subject_73 Test 1 1 different different bug neem 1 1 soph-08/09-01 F 4y3m
subject_73 Test 1 1 different different bug neem 0 1 soph-08/09-01 F 4y3m
subject_73 Test 1 2 different different bug neem 1 1 soph-08/09-01 F 4y3m
subject_73 Test 1 2 different different bug neem 0 1 soph-08/09-01 F 4y3m
subject_73 Test 1 2 different different bug neem 1 1 soph-08/09-01 F 4y3m
subject_73 Test 1 2 different different bug neem 0 1 soph-08/09-01 F 4y3m
subject_73 Test 2 1 catch catch flower nak 0 0 soph-08/09-01 F 4y3m
subject_73 Test 2 1 catch catch flower nak 1 0 soph-08/09-01 F 4y3m
subject_73 Test 2 1 catch catch flower nak 0 1 soph-08/09-01 F 4y3m
subject_73 Test 2 1 catch catch flower nak 1 1 soph-08/09-01 F 4y3m
subject_73 Test 2 2 catch catch flower nak 0 1 soph-08/09-01 F 4y3m
subject_73 Test 2 2 catch catch flower nak 1 1 soph-08/09-01 F 4y3m
subject_73 Test 2 2 catch catch flower nak 0 1 soph-08/09-01 F 4y3m
subject_73 Test 2 2 catch catch flower nak 1 1 soph-08/09-01 F 4y3m
subject_73 Test 3 1 different similar bird aba 0 1 soph-08/09-01 F 4y3m
subject_73 Test 3 1 different similar bird aba 1 1 soph-08/09-01 F 4y3m
subject_73 Test 3 1 different similar bird aba 0 0 soph-08/09-01 F 4y3m
subject_73 Test 3 1 different similar bird aba 1 0 soph-08/09-01 F 4y3m
subject_73 Test 3 2 different similar bird aba 0 1 soph-08/09-01 F 4y3m
subject_73 Test 3 2 different similar bird aba 1 0 soph-08/09-01 F 4y3m
subject_73 Test 3 2 different similar bird aba 1 0 soph-08/09-01 F 4y3m
subject_73 Test 3 2 different similar bird aba 0 1 soph-08/09-01 F 4y3m
subject_73 Test 4 1 similar different fish zem 1 1 soph-08/09-01 F 4y3m
subject_73 Test 4 1 similar different fish zem 1 1 soph-08/09-01 F 4y3m
subject_73 Test 4 1 similar different fish zem 1 1 soph-08/09-01 F 4y3m
subject_73 Test 4 1 similar different fish zem 1 1 soph-08/09-01 F 4y3m
subject_73 Test 4 2 similar different fish zem 0 1 soph-08/09-01 F 4y3m
subject_73 Test 4 2 similar different fish zem 1 1 soph-08/09-01 F 4y3m
subject_73 Test 4 2 similar different fish zem 0 1 soph-08/09-01 F 4y3m
subject_73 Test 4 2 similar different fish zem 1 1 soph-08/09-01 F 4y3m
subject_74 Test_pre joint NA NA NA NA NA 0 NA soph-08/14-01 F 5y1m
subject_74 Test_pre joint NA NA NA NA NA 0 NA soph-08/14-01 F 5y1m
subject_74 Test_pre joint NA NA NA NA NA 0 NA soph-08/14-01 F 5y1m
subject_74 Test_pre joint NA NA NA NA NA 0 NA soph-08/14-01 F 5y1m
subject_74 Test 0 1 similar different bug aba 0 1 soph-08/14-01 F 5y1m
subject_74 Test 0 1 similar different bug aba 1 1 soph-08/14-01 F 5y1m
subject_74 Test 0 1 similar different bug aba 0 1 soph-08/14-01 F 5y1m
subject_74 Test 0 1 similar different bug aba 0 1 soph-08/14-01 F 5y1m
subject_74 Test 0 2 similar different bug aba 0 1 soph-08/14-01 F 5y1m
subject_74 Test 0 2 similar different bug aba 1 1 soph-08/14-01 F 5y1m
subject_74 Test 0 2 similar different bug aba 1 1 soph-08/14-01 F 5y1m
subject_74 Test 0 2 similar different bug aba 0 1 soph-08/14-01 F 5y1m
subject_74 Test 1 1 different similar bird zem 0 1 soph-08/14-01 F 5y1m
subject_74 Test 1 1 different similar bird zem 1 0 soph-08/14-01 F 5y1m
subject_74 Test 1 1 different similar bird zem 0 1 soph-08/14-01 F 5y1m
subject_74 Test 1 1 different similar bird zem 1 0 soph-08/14-01 F 5y1m
subject_74 Test 1 2 different similar bird zem 0 1 soph-08/14-01 F 5y1m
subject_74 Test 1 2 different similar bird zem 1 0 soph-08/14-01 F 5y1m
subject_74 Test 1 2 different similar bird zem 0 1 soph-08/14-01 F 5y1m
subject_74 Test 1 2 different similar bird zem 1 0 soph-08/14-01 F 5y1m
subject_74 Test 2 1 catch catch flower nak 0 0 soph-08/14-01 F 5y1m
subject_74 Test 2 1 catch catch flower nak 0 0 soph-08/14-01 F 5y1m
subject_74 Test 2 1 catch catch flower nak 1 1 soph-08/14-01 F 5y1m
subject_74 Test 2 1 catch catch flower nak 1 1 soph-08/14-01 F 5y1m
subject_74 Test 2 2 catch catch flower nak 0 0 soph-08/14-01 F 5y1m
subject_74 Test 2 2 catch catch flower nak 1 0 soph-08/14-01 F 5y1m
subject_74 Test 2 2 catch catch flower nak 0 0 soph-08/14-01 F 5y1m
subject_74 Test 2 2 catch catch flower nak 0 0 soph-08/14-01 F 5y1m
subject_74 Test 3 1 different different fish aka 0 0 soph-08/14-01 F 5y1m
subject_74 Test 3 1 different different fish aka 0 0 soph-08/14-01 F 5y1m
subject_74 Test 3 1 different different fish aka 1 1 soph-08/14-01 F 5y1m
subject_74 Test 3 1 different different fish aka 0 1 soph-08/14-01 F 5y1m
subject_74 Test 3 2 different different fish aka 0 1 soph-08/14-01 F 5y1m
subject_74 Test 3 2 different different fish aka 1 1 soph-08/14-01 F 5y1m
subject_74 Test 3 2 different different fish aka 0 0 soph-08/14-01 F 5y1m
subject_74 Test 3 2 different different fish aka 0 0 soph-08/14-01 F 5y1m
subject_74 Test 4 1 similar similar tree neem 0 0 soph-08/14-01 F 5y1m
subject_74 Test 4 1 similar similar tree neem 1 0 soph-08/14-01 F 5y1m
subject_74 Test 4 1 similar similar tree neem 0 0 soph-08/14-01 F 5y1m
subject_74 Test 4 1 similar similar tree neem 1 0 soph-08/14-01 F 5y1m
subject_74 Test 4 2 similar similar tree neem 0 0 soph-08/14-01 F 5y1m
subject_74 Test 4 2 similar similar tree neem 1 0 soph-08/14-01 F 5y1m
subject_74 Test 4 2 similar similar tree neem 0 0 soph-08/14-01 F 5y1m
subject_74 Test 4 2 similar similar tree neem 1 0 soph-08/14-01 F 5y1m
subject_75 Test_pre joint NA NA NA NA NA 0 NA soph-08/17-01 F 4y6m
subject_75 Test_pre joint NA NA NA NA NA 0 NA soph-08/17-01 F 4y6m
subject_75 Test_pre joint NA NA NA NA NA 0 NA soph-08/17-01 F 4y6m
subject_75 Test_pre joint NA NA NA NA NA 1 NA soph-08/17-01 F 4y6m
subject_75 Test 0 1 different different bird neem 1 1 soph-08/17-01 F 4y6m
subject_75 Test 0 1 different different bird neem 0 1 soph-08/17-01 F 4y6m
subject_75 Test 0 1 different different bird neem 0 1 soph-08/17-01 F 4y6m
subject_75 Test 0 1 different different bird neem 1 1 soph-08/17-01 F 4y6m
subject_75 Test 0 2 different different bird neem 0 1 soph-08/17-01 F 4y6m
subject_75 Test 0 2 different different bird neem 0 1 soph-08/17-01 F 4y6m
subject_75 Test 0 2 different different bird neem 1 1 soph-08/17-01 F 4y6m
subject_75 Test 0 2 different different bird neem 0 1 soph-08/17-01 F 4y6m
subject_75 Test 1 1 similar similar fish aba 1 1 soph-08/17-01 F 4y6m
subject_75 Test 1 1 similar similar fish aba 0 1 soph-08/17-01 F 4y6m
subject_75 Test 1 1 similar similar fish aba 1 1 soph-08/17-01 F 4y6m
subject_75 Test 1 1 similar similar fish aba 1 1 soph-08/17-01 F 4y6m
subject_75 Test 1 2 similar similar fish aba 0 0 soph-08/17-01 F 4y6m
subject_75 Test 1 2 similar similar fish aba 1 1 soph-08/17-01 F 4y6m
subject_75 Test 1 2 similar similar fish aba 1 0 soph-08/17-01 F 4y6m
subject_75 Test 1 2 similar similar fish aba 0 1 soph-08/17-01 F 4y6m
subject_75 Test 2 1 catch catch flower nak 1 1 soph-08/17-01 F 4y6m
subject_75 Test 2 1 catch catch flower nak 0 0 soph-08/17-01 F 4y6m
subject_75 Test 2 1 catch catch flower nak 1 1 soph-08/17-01 F 4y6m
subject_75 Test 2 1 catch catch flower nak 0 0 soph-08/17-01 F 4y6m
subject_75 Test 2 2 catch catch flower nak 0 0 soph-08/17-01 F 4y6m
subject_75 Test 2 2 catch catch flower nak 1 1 soph-08/17-01 F 4y6m
subject_75 Test 2 2 catch catch flower nak 0 0 soph-08/17-01 F 4y6m
subject_75 Test 2 2 catch catch flower nak 1 1 soph-08/17-01 F 4y6m
subject_75 Test 3 1 different similar tree zem 0 1 soph-08/17-01 F 4y6m
subject_75 Test 3 1 different similar tree zem 0 1 soph-08/17-01 F 4y6m
subject_75 Test 3 1 different similar tree zem 1 1 soph-08/17-01 F 4y6m
subject_75 Test 3 1 different similar tree zem 1 1 soph-08/17-01 F 4y6m
subject_75 Test 3 2 different similar tree zem 1 1 soph-08/17-01 F 4y6m
subject_75 Test 3 2 different similar tree zem 0 1 soph-08/17-01 F 4y6m
subject_75 Test 3 2 different similar tree zem 1 0 soph-08/17-01 F 4y6m
subject_75 Test 3 2 different similar tree zem 0 0 soph-08/17-01 F 4y6m
subject_75 Test 4 1 similar different bug aka 0 1 soph-08/17-01 F 4y6m
subject_75 Test 4 1 similar different bug aka 0 1 soph-08/17-01 F 4y6m
subject_75 Test 4 1 similar different bug aka 0 1 soph-08/17-01 F 4y6m
subject_75 Test 4 1 similar different bug aka 0 1 soph-08/17-01 F 4y6m
subject_75 Test 4 2 similar different bug aka 0 1 soph-08/17-01 F 4y6m
subject_75 Test 4 2 similar different bug aka 0 1 soph-08/17-01 F 4y6m
subject_75 Test 4 2 similar different bug aka 0 1 soph-08/17-01 F 4y6m
subject_75 Test 4 2 similar different bug aka 0 1 soph-08/17-01 F 4y6m
subject_76 Test_pre joint NA NA NA NA NA 0 NA soph-08/20-01 M 4y6m
subject_76 Test_pre joint NA NA NA NA NA 0 NA soph-08/20-01 M 4y6m
subject_76 Test_pre joint NA NA NA NA NA 0 NA soph-08/20-01 M 4y6m
subject_76 Test_pre joint NA NA NA NA NA 1 NA soph-08/20-01 M 4y6m
subject_76 Test 0 1 different similar fish zem 0 1 soph-08/20-01 M 4y6m
subject_76 Test 0 1 different similar fish zem 1 1 soph-08/20-01 M 4y6m
subject_76 Test 0 1 different similar fish zem 0 0 soph-08/20-01 M 4y6m
subject_76 Test 0 1 different similar fish zem 0 0 soph-08/20-01 M 4y6m
subject_76 Test 0 2 different similar fish zem 0 0 soph-08/20-01 M 4y6m
subject_76 Test 0 2 different similar fish zem 0 0 soph-08/20-01 M 4y6m
subject_76 Test 0 2 different similar fish zem 1 1 soph-08/20-01 M 4y6m
subject_76 Test 0 2 different similar fish zem 1 1 soph-08/20-01 M 4y6m
subject_76 Test 1 1 similar different bird aba 0 0 soph-08/20-01 M 4y6m
subject_76 Test 1 1 similar different bird aba 1 1 soph-08/20-01 M 4y6m
subject_76 Test 1 1 similar different bird aba 1 1 soph-08/20-01 M 4y6m
subject_76 Test 1 1 similar different bird aba 1 0 soph-08/20-01 M 4y6m
subject_76 Test 1 2 similar different bird aba 1 0 soph-08/20-01 M 4y6m
subject_76 Test 1 2 similar different bird aba 0 1 soph-08/20-01 M 4y6m
subject_76 Test 1 2 similar different bird aba 1 0 soph-08/20-01 M 4y6m
subject_76 Test 1 2 similar different bird aba 1 1 soph-08/20-01 M 4y6m
subject_76 Test 2 1 catch catch flower nak 0 0 soph-08/20-01 M 4y6m
subject_76 Test 2 1 catch catch flower nak 1 1 soph-08/20-01 M 4y6m
subject_76 Test 2 1 catch catch flower nak 0 0 soph-08/20-01 M 4y6m
subject_76 Test 2 1 catch catch flower nak 1 1 soph-08/20-01 M 4y6m
subject_76 Test 2 2 catch catch flower nak 0 0 soph-08/20-01 M 4y6m
subject_76 Test 2 2 catch catch flower nak 1 1 soph-08/20-01 M 4y6m
subject_76 Test 2 2 catch catch flower nak 1 1 soph-08/20-01 M 4y6m
subject_76 Test 2 2 catch catch flower nak 0 0 soph-08/20-01 M 4y6m
subject_76 Test 3 1 different different tree neem 1 1 soph-08/20-01 M 4y6m
subject_76 Test 3 1 different different tree neem 0 0 soph-08/20-01 M 4y6m
subject_76 Test 3 1 different different tree neem 1 1 soph-08/20-01 M 4y6m
subject_76 Test 3 1 different different tree neem 0 0 soph-08/20-01 M 4y6m
subject_76 Test 3 2 different different tree neem 0 0 soph-08/20-01 M 4y6m
subject_76 Test 3 2 different different tree neem 0 0 soph-08/20-01 M 4y6m
subject_76 Test 3 2 different different tree neem 0 0 soph-08/20-01 M 4y6m
subject_76 Test 3 2 different different tree neem 0 0 soph-08/20-01 M 4y6m
subject_76 Test 4 1 similar similar bug aka 0 0 soph-08/20-01 M 4y6m
subject_76 Test 4 1 similar similar bug aka 1 1 soph-08/20-01 M 4y6m
subject_76 Test 4 1 similar similar bug aka 1 1 soph-08/20-01 M 4y6m
subject_76 Test 4 1 similar similar bug aka 0 0 soph-08/20-01 M 4y6m
subject_76 Test 4 2 similar similar bug aka 1 1 soph-08/20-01 M 4y6m
subject_76 Test 4 2 similar similar bug aka 0 0 soph-08/20-01 M 4y6m
subject_76 Test 4 2 similar similar bug aka 0 0 soph-08/20-01 M 4y6m
subject_76 Test 4 2 similar similar bug aka 1 1 soph-08/20-01 M 4y6m
subject_77 Test_pre joint NA NA NA NA NA 1 NA soph-08/22-01 M 5y2m
subject_77 Test_pre joint NA NA NA NA NA 0 NA soph-08/22-01 M 5y2m
subject_77 Test_pre joint NA NA NA NA NA 0 NA soph-08/22-01 M 5y2m
subject_77 Test_pre joint NA NA NA NA NA 1 NA soph-08/22-01 M 5y2m
subject_77 Test 0 1 different different bug zem 1 1 soph-08/22-01 M 5y2m
subject_77 Test 0 1 different different bug zem 0 0 soph-08/22-01 M 5y2m
subject_77 Test 0 1 different different bug zem 1 1 soph-08/22-01 M 5y2m
subject_77 Test 0 1 different different bug zem 1 0 soph-08/22-01 M 5y2m
subject_77 Test 0 2 different different bug zem 1 1 soph-08/22-01 M 5y2m
subject_77 Test 0 2 different different bug zem 0 1 soph-08/22-01 M 5y2m
subject_77 Test 0 2 different different bug zem 0 1 soph-08/22-01 M 5y2m
subject_77 Test 0 2 different different bug zem 1 1 soph-08/22-01 M 5y2m
subject_77 Test 1 1 similar similar tree aka 1 1 soph-08/22-01 M 5y2m
subject_77 Test 1 1 similar similar tree aka 0 0 soph-08/22-01 M 5y2m
subject_77 Test 1 1 similar similar tree aka 0 1 soph-08/22-01 M 5y2m
subject_77 Test 1 1 similar similar tree aka 1 0 soph-08/22-01 M 5y2m
subject_77 Test 1 2 similar similar tree aka 1 0 soph-08/22-01 M 5y2m
subject_77 Test 1 2 similar similar tree aka 0 0 soph-08/22-01 M 5y2m
subject_77 Test 1 2 similar similar tree aka 1 0 soph-08/22-01 M 5y2m
subject_77 Test 1 2 similar similar tree aka 0 0 soph-08/22-01 M 5y2m
subject_77 Test 2 1 catch catch flower nak 1 1 soph-08/22-01 M 5y2m
subject_77 Test 2 1 catch catch flower nak 0 1 soph-08/22-01 M 5y2m
subject_77 Test 2 1 catch catch flower nak 1 1 soph-08/22-01 M 5y2m
subject_77 Test 2 1 catch catch flower nak 0 1 soph-08/22-01 M 5y2m
subject_77 Test 2 2 catch catch flower nak 0 1 soph-08/22-01 M 5y2m
subject_77 Test 2 2 catch catch flower nak 1 0 soph-08/22-01 M 5y2m
subject_77 Test 2 2 catch catch flower nak 1 0 soph-08/22-01 M 5y2m
subject_77 Test 2 2 catch catch flower nak 0 1 soph-08/22-01 M 5y2m
subject_77 Test 3 1 similar different bird neem 1 1 soph-08/22-01 M 5y2m
subject_77 Test 3 1 similar different bird neem 0 0 soph-08/22-01 M 5y2m
subject_77 Test 3 1 similar different bird neem 1 0 soph-08/22-01 M 5y2m
subject_77 Test 3 1 similar different bird neem 0 1 soph-08/22-01 M 5y2m
subject_77 Test 3 2 similar different bird neem 0 0 soph-08/22-01 M 5y2m
subject_77 Test 3 2 similar different bird neem 0 1 soph-08/22-01 M 5y2m
subject_77 Test 3 2 similar different bird neem 1 0 soph-08/22-01 M 5y2m
subject_77 Test 3 2 similar different bird neem 1 1 soph-08/22-01 M 5y2m
subject_77 Test 4 1 different similar fish aba 0 0 soph-08/22-01 M 5y2m
subject_77 Test 4 1 different similar fish aba 1 0 soph-08/22-01 M 5y2m
subject_77 Test 4 1 different similar fish aba 0 0 soph-08/22-01 M 5y2m
subject_77 Test 4 1 different similar fish aba 1 0 soph-08/22-01 M 5y2m
subject_77 Test 4 2 different similar fish aba 0 1 soph-08/22-01 M 5y2m
subject_77 Test 4 2 different similar fish aba 0 1 soph-08/22-01 M 5y2m
subject_77 Test 4 2 different similar fish aba 1 1 soph-08/22-01 M 5y2m
subject_77 Test 4 2 different similar fish aba 0 1 soph-08/22-01 M 5y2m
subject_78 Test_pre joint NA NA NA NA NA 0 NA soph-08/27-01 M 5y0m
subject_78 Test_pre joint NA NA NA NA NA 0 NA soph-08/27-01 M 5y0m
subject_78 Test_pre joint NA NA NA NA NA 0 NA soph-08/27-01 M 5y0m
subject_78 Test_pre joint NA NA NA NA NA 0 NA soph-08/27-01 M 5y0m
subject_78 Test 0 1 similar different tree aka 0 0 soph-08/27-01 M 5y0m
subject_78 Test 0 1 similar different tree aka 1 0 soph-08/27-01 M 5y0m
subject_78 Test 0 1 similar different tree aka 0 1 soph-08/27-01 M 5y0m
subject_78 Test 0 1 similar different tree aka 0 1 soph-08/27-01 M 5y0m
subject_78 Test 0 2 similar different tree aka 0 1 soph-08/27-01 M 5y0m
subject_78 Test 0 2 similar different tree aka 1 0 soph-08/27-01 M 5y0m
subject_78 Test 0 2 similar different tree aka 0 1 soph-08/27-01 M 5y0m
subject_78 Test 0 2 similar different tree aka 1 0 soph-08/27-01 M 5y0m
subject_78 Test 1 1 different similar bug zem 0 1 soph-08/27-01 M 5y0m
subject_78 Test 1 1 different similar bug zem 1 1 soph-08/27-01 M 5y0m
subject_78 Test 1 1 different similar bug zem 1 1 soph-08/27-01 M 5y0m
subject_78 Test 1 1 different similar bug zem 0 1 soph-08/27-01 M 5y0m
subject_78 Test 1 2 different similar bug zem 0 0 soph-08/27-01 M 5y0m
subject_78 Test 1 2 different similar bug zem 1 0 soph-08/27-01 M 5y0m
subject_78 Test 1 2 different similar bug zem 0 1 soph-08/27-01 M 5y0m
subject_78 Test 1 2 different similar bug zem 1 1 soph-08/27-01 M 5y0m
subject_78 Test 2 1 catch catch flower nak 0 0 soph-08/27-01 M 5y0m
subject_78 Test 2 1 catch catch flower nak 1 1 soph-08/27-01 M 5y0m
subject_78 Test 2 1 catch catch flower nak 0 0 soph-08/27-01 M 5y0m
subject_78 Test 2 1 catch catch flower nak 1 1 soph-08/27-01 M 5y0m
subject_78 Test 2 2 catch catch flower nak 0 1 soph-08/27-01 M 5y0m
subject_78 Test 2 2 catch catch flower nak 1 0 soph-08/27-01 M 5y0m
subject_78 Test 2 2 catch catch flower nak 1 0 soph-08/27-01 M 5y0m
subject_78 Test 2 2 catch catch flower nak 0 1 soph-08/27-01 M 5y0m
subject_78 Test 3 1 similar similar bird aba 0 1 soph-08/27-01 M 5y0m
subject_78 Test 3 1 similar similar bird aba 1 0 soph-08/27-01 M 5y0m
subject_78 Test 3 1 similar similar bird aba 0 0 soph-08/27-01 M 5y0m
subject_78 Test 3 1 similar similar bird aba 1 1 soph-08/27-01 M 5y0m
subject_78 Test 3 2 similar similar bird aba 0 0 soph-08/27-01 M 5y0m
subject_78 Test 3 2 similar similar bird aba 1 0 soph-08/27-01 M 5y0m
subject_78 Test 3 2 similar similar bird aba 0 0 soph-08/27-01 M 5y0m
subject_78 Test 3 2 similar similar bird aba 1 0 soph-08/27-01 M 5y0m
subject_78 Test 4 1 different different fish neem 0 1 soph-08/27-01 M 5y0m
subject_78 Test 4 1 different different fish neem 1 0 soph-08/27-01 M 5y0m
subject_78 Test 4 1 different different fish neem 1 0 soph-08/27-01 M 5y0m
subject_78 Test 4 1 different different fish neem 0 1 soph-08/27-01 M 5y0m
subject_78 Test 4 2 different different fish neem 0 1 soph-08/27-01 M 5y0m
subject_78 Test 4 2 different different fish neem 0 1 soph-08/27-01 M 5y0m
subject_78 Test 4 2 different different fish neem 0 1 soph-08/27-01 M 5y0m
subject_78 Test 4 2 different different fish neem 0 1 soph-08/27-01 M 5y0m
subject_79 Test_pre joint NA NA NA NA NA 0 NA soph-08/29-01 M 4y4m
subject_79 Test_pre joint NA NA NA NA NA 0 NA soph-08/29-01 M 4y4m
subject_79 Test_pre joint NA NA NA NA NA 1 NA soph-08/29-01 M 4y4m
subject_79 Test_pre joint NA NA NA NA NA 1 NA soph-08/29-01 M 4y4m
subject_79 Test 0 1 different similar bug zem 1 0 soph-08/29-01 M 4y4m
subject_79 Test 0 1 different similar bug zem 0 0 soph-08/29-01 M 4y4m
subject_79 Test 0 1 different similar bug zem 1 0 soph-08/29-01 M 4y4m
subject_79 Test 0 1 different similar bug zem 0 0 soph-08/29-01 M 4y4m
subject_79 Test 0 2 different similar bug zem 1 0 soph-08/29-01 M 4y4m
subject_79 Test 0 2 different similar bug zem 0 0 soph-08/29-01 M 4y4m
subject_79 Test 0 2 different similar bug zem 1 0 soph-08/29-01 M 4y4m
